ORDERLINENUMBER,ORDERNUMBER,QUANTITYORDERED,Cost Per Unit,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Profit
1,10323,47,100,6203,05/11/2004,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,1503
1,10228,32,100,3360,10/03/2004,Shipped,1,3,2004,Trucks and Buses,116,S18_1097,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,Not Mentioned,Tseng,Kyung,Medium,160
1,10382,39,100,4891,17/02/2005,Shipped,1,2,2005,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,991
1,10106,32,100,3987,17/02/2003,Shipped,1,2,2003,Planes,118,S700_2834,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,787
1,10357,39,98,3822,10/12/2004,Shipped,4,12,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,0
1,10195,33,55,1804,25/11/2003,Shipped,4,11,2003,Trains,62,S32_3207,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Not Mentioned,Frick,Steve,Small,-11
1,10184,48,51,2446,14/11/2003,Shipped,4,11,2003,Trains,62,S32_3207,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,-2
1,10370,27,100,3911,20/01/2005,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,1211
1,10215,46,45,2083,29/01/2004,Shipped,1,1,2004,Vintage Cars,50,S18_4668,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Not Mentioned,Thompson,Steve,Small,13
1,10378,40,82,3298,10/02/2005,Shipped,1,2,2005,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,18
1,10116,27,63,1711,11/04/2003,Shipped,2,4,2003,Trains,62,S32_3207,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small,10
1,10377,50,100,5182,09/02/2005,Shipped,1,2,2005,Classic Cars,115,S12_4675,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,182
1,10146,29,100,4445,03/09/2003,Shipped,3,9,2003,Classic Cars,148,S18_4721,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Not Mentioned,Lewis,Dan,Medium,1545
1,10359,22,100,4301,15/12/2004,Shipped,4,12,2004,Trains,62,S32_3207,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul,Medium,2101
1,10277,28,100,3128,04/08/2004,Shipped,3,8,2004,Classic Cars,115,S12_4675,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,328
1,10166,26,74,1917,21/10/2003,Shipped,4,10,2003,Vintage Cars,87,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,Not Mentioned,Benitez,Violeta,Small,-7
1,10225,32,100,4529,22/02/2004,Shipped,1,2,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,1329
1,10128,43,92,3963,06/06/2003,Shipped,2,6,2003,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,7
1,10380,32,100,3377,16/02/2005,Shipped,1,2,2005,Vintage Cars,92,S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,177
1,10349,33,47,1535,01/12/2004,Shipped,4,12,2004,Trucks and Buses,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Small,-16
1,10312,39,57,2217,21/10/2004,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,-6
1,10276,47,100,5465,02/08/2004,Shipped,3,8,2004,Classic Cars,117,S12_3380,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,Not Mentioned,Barajas,Miguel,Medium,765
1,10206,33,100,3872,05/12/2003,Shipped,4,12,2003,Classic Cars,101,S700_2824,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Not Mentioned,Tannamuri,Yoshi,Medium,572
1,10155,43,86,3715,06/10/2003,Shipped,4,10,2003,Planes,80,S700_3167,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,17
1,10231,49,100,6952,19/03/2004,Shipped,1,3,2004,Classic Cars,173,S12_3891,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,2052
1,10220,27,100,5045,12/02/2004,Shipped,1,2,2004,Classic Cars,173,S12_3891,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,2345
1,10118,36,100,4219,21/04/2003,Shipped,2,4,2003,Ships,100,S700_3505,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,619
1,10289,24,56,1346,03/09/2004,Shipped,3,9,2004,Vintage Cars,53,S18_1367,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2
1,10237,26,52,1358,05/04/2004,Shipped,2,4,2004,Motorcycles,62,S18_3782,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Not Mentioned,Frick,Michael,Small,6
1,10176,50,100,7872,06/11/2003,Shipped,4,11,2003,Classic Cars,173,S12_3891,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,2872
1,10224,38,58,2221,21/02/2004,Shipped,1,2,2004,Motorcycles,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,,59000,France,EMEA,Rance,Martine,Small,17
1,10144,20,82,1637,13/08/2003,Shipped,3,8,2003,Vintage Cars,68,S32_4289,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small,-3
1,10127,42,100,8139,03/06/2003,Shipped,2,6,2003,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Large,3939
1,10190,46,33,1518,19/11/2003,Shipped,4,11,2003,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,0
1,10145,31,36,1110,25/08/2003,Shipped,3,8,2003,Motorcycles,40,S32_2206,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Not Mentioned,Young,Julie,Small,-6
1,10262,34,97,3311,24/06/2004,Cancelled,2,6,2004,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,13
1,10376,35,100,3987,08/02/2005,Shipped,1,2,2005,Classic Cars,117,S12_3380,Boards & Toys Co.,3105552373,4097 Douglas Av.,Glendale,CA,92561,USA,Not Mentioned,Young,Leslie,Medium,487
1,10401,49,100,4993,03/04/2005,On Hold,2,4,2005,Motorcycles,99,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,Not Mentioned,Brown,William,Medium,93
1,10341,44,96,4221,24/11/2004,Shipped,4,11,2004,Classic Cars,117,S12_3380,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,-3
1,10406,65,100,10469,15/04/2005,Disputed,2,4,2005,Classic Cars,141,S18_3685,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,3969
1,10320,35,100,4850,03/11/2004,Shipped,4,11,2004,Classic Cars,117,S12_3380,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,1350
1,10387,44,95,4176,02/03/2005,Shipped,1,3,2005,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,-4
1,10316,25,100,2872,01/11/2004,Shipped,4,11,2004,Planes,109,S24_1785,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,372
1,10247,27,100,4158,05/05/2004,Shipped,2,5,2004,Classic Cars,173,S12_3891,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,1458
1,10272,39,100,7962,20/07/2004,Shipped,3,7,2004,Classic Cars,173,S12_3891,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Not Mentioned,Yu,Kyung,Large,4062
1,10286,38,57,2174,28/08/2004,Shipped,3,8,2004,Motorcycles,62,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie,Small,8
1,10278,35,45,1585,06/08/2004,Shipped,3,8,2004,Classic Cars,50,S24_1628,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,Not Mentioned,King,Sue,Small,10
1,10425,55,47,2575,31/05/2005,In Process,2,5,2005,Classic Cars,57,S24_1444,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Small,-10
1,10120,35,98,3432,29/04/2003,Shipped,2,4,2003,Motorcycles,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2
1,10364,48,48,2317,06/01/2005,Shipped,1,1,2005,Motorcycles,40,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,13
1,10102,41,50,2056,10/01/2003,Shipped,1,1,2003,Vintage Cars,53,S18_1367,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Not Mentioned,Frick,Michael,Small,6
1,10130,33,100,3424,16/06/2003,Shipped,2,6,2003,Vintage Cars,105,S18_3856,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,MA,58339,USA,Not Mentioned,Taylor,Leslie,Medium,124
1,10403,36,52,1880,08/04/2005,Shipped,2,4,2005,Motorcycles,62,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,8
1,10162,45,51,2304,18/10/2003,Shipped,4,10,2003,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Small,9
1,10355,31,53,1658,07/12/2004,Shipped,4,12,2004,Motorcycles,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,15
1,10205,48,64,3053,03/12/2003,Shipped,4,12,2003,Vintage Cars,53,S18_1367,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,-19
1,10273,50,86,4288,21/07/2004,Shipped,3,7,2004,Vintage Cars,105,S18_3856,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,-12
1,10389,45,100,4598,03/03/2005,Shipped,1,3,2005,Motorcycles,112,S24_1578,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,98
1,10285,37,41,1518,27/08/2004,Shipped,3,8,2004,Motorcycles,40,S32_2206,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Not Mentioned,Hernandez,Marta,Small,1
1,10123,50,60,2994,20/05/2003,Shipped,2,5,2003,Classic Cars,50,S24_1628,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,,44000,France,EMEA,Schmitt,Carine,Small,-6
1,10372,34,100,5942,26/01/2005,Shipped,1,1,2005,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,2542
1,10137,26,50,1295,10/07/2003,Shipped,3,7,2003,Classic Cars,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul,Small,-5
1,10181,34,54,1830,12/11/2003,Shipped,4,11,2003,Classic Cars,50,S24_1628,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,-6
1,10336,49,63,3106,20/11/2004,Shipped,4,11,2004,Classic Cars,173,S12_3891,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie,Medium,19
1,10325,24,100,2584,05/11/2004,Shipped,4,11,2004,Classic Cars,173,S12_3891,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,184
1,10256,29,52,1501,08/06/2004,Shipped,2,6,2004,Vintage Cars,53,S18_1367,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,-7
1,10266,28,48,1352,06/07/2004,Shipped,3,7,2004,Classic Cars,50,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,8
1,10413,22,100,3388,05/05/2005,Shipped,2,5,2005,Classic Cars,173,S12_3891,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,Not Mentioned,King,Julie,Medium,1188
1,10114,24,30,721,01/04/2003,Shipped,2,4,2003,Classic Cars,35,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie,Small,1
1,10351,39,100,3881,03/12/2004,Shipped,4,12,2004,Planes,157,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,-19
1,10193,28,93,2610,21/11/2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,6
1,10210,34,100,6123,12/01/2004,Shipped,1,1,2004,Motorcycles,193,S10_4698,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,2723
1,10366,34,100,6276,10/01/2005,Shipped,1,1,2005,Classic Cars,169,S18_3232,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,2876
1,10412,31,100,4253,03/05/2005,Shipped,2,5,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,1153
1,10398,34,40,1367,30/03/2005,Shipped,1,3,2005,Planes,49,S72_1253,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul,Small,7
1,10379,27,49,1331,10/02/2005,Shipped,1,2,2005,Vintage Cars,60,S18_2248,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,8
1,10407,42,73,3051,22/04/2005,On Hold,2,4,2005,Vintage Cars,60,S18_2248,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Not Mentioned,Frick,Sue,Medium,-15
1,10139,46,100,5546,16/07/2003,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,946
1,10402,45,100,5834,07/04/2005,Shipped,2,4,2005,Motorcycles,118,S10_2016,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique,Medium,1334
1,10153,43,65,2781,28/09/2003,Shipped,3,9,2003,Ships,66,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-14
1,10305,36,100,4641,13/10/2004,Shipped,4,10,2004,Classic Cars,118,S24_4048,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Not Mentioned,Hernandez,Marta,Medium,1041
1,10271,22,100,3071,20/07/2004,Shipped,3,7,2004,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,871
1,10298,39,96,3757,27/09/2004,Shipped,3,9,2004,Motorcycles,118,S10_2016,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,,44000,France,EMEA,Schmitt,Carine,Medium,13
1,10246,46,100,6311,05/05/2004,Shipped,2,5,2004,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,1711
1,10287,44,100,5053,30/08/2004,Shipped,3,8,2004,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,653
1,10236,22,100,2852,03/04/2004,Shipped,2,4,2004,Motorcycles,118,S10_2016,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Not Mentioned,Hernandez,Rosa,Small,652
1,10211,48,49,2351,15/01/2004,Shipped,1,1,2004,Classic Cars,61,S24_3371,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique,Small,-1
1,10109,26,100,3157,10/03/2003,Shipped,1,3,2003,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Not Mentioned,Hernandez,Rosa,Medium,557
1,10384,49,100,6397,23/02/2005,Shipped,1,2,2005,Ships,86,S700_1938,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Medium,1497
1,10169,34,50,1707,04/11/2003,Shipped,4,11,2003,Classic Cars,61,S24_3371,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,7
1,10315,24,87,2082,29/10/2004,Shipped,4,10,2004,Vintage Cars,88,S24_3151,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Small,-6
1,10269,32,63,2019,16/07/2004,Shipped,3,7,2004,Vintage Cars,62,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,3
1,10333,39,100,4424,18/11/2004,Shipped,4,11,2004,Vintage Cars,97,S24_4258,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Murphy,Julie,Medium,524
1,10309,28,89,2483,15/10/2004,Shipped,4,10,2004,Motorcycles,81,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,-9
1,10283,43,58,2477,20/08/2004,Shipped,3,8,2004,Planes,49,S72_1253,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Not Mentioned,Lincoln,Elizabeth,Small,-17
1,10290,45,100,5171,07/09/2004,Shipped,3,9,2004,Vintage Cars,97,S24_4258,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,MA,58339,USA,Not Mentioned,Taylor,Leslie,Medium,671
1,10423,10,88,881,30/05/2005,In Process,2,5,2005,Vintage Cars,101,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,1
1,10369,42,100,4581,20/01/2005,Shipped,1,1,2005,Vintage Cars,101,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Not Mentioned,Nelson,Allen,Medium,381
1,10374,22,100,3834,02/02/2005,Shipped,1,2,2005,Motorcycles,193,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,1634
1,10257,50,88,4407,14/06/2004,Shipped,2,6,2004,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Not Mentioned,Frick,Sue,Medium,7
1,10241,33,73,2397,13/04/2004,Shipped,2,4,2004,Vintage Cars,60,S18_2248,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,-12
1,10244,30,100,3526,29/04/2004,Shipped,2,4,2004,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,526
1,10308,20,100,4570,15/10/2004,Shipped,4,10,2004,Motorcycles,193,S10_4698,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Not Mentioned,Frick,Steve,Medium,2570
1,10368,46,80,3663,19/01/2005,Shipped,1,1,2005,Classic Cars,85,S24_3191,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,-17
1,10159,50,70,3490,10/10/2003,Shipped,4,10,2003,Classic Cars,61,S24_3371,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Medium,-10
1,10149,20,91,1811,12/09/2003,Shipped,3,9,2003,Vintage Cars,97,S24_4258,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Not Mentioned,Taylor,Sue,Small,-9
1,10421,35,100,5434,29/05/2005,In Process,2,5,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,1934
1,10356,30,100,4462,09/12/2004,Shipped,4,12,2004,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,1462
1,10332,24,53,1264,17/11/2004,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,-8
1,10112,29,100,7209,24/03/2003,Shipped,1,3,2003,Classic Cars,214,S10_1949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Large,4309
1,10100,49,34,1689,06/01/2003,Shipped,1,1,2003,Vintage Cars,41,S24_3969,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Not Mentioned,Young,Valarie,Small,23
1,10293,32,60,1922,09/09/2004,Shipped,3,9,2004,Ships,54,S72_3212,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,2
1,10396,39,67,2600,23/03/2005,Shipped,1,3,2005,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,-13
1,10329,42,100,4396,15/11/2004,Shipped,4,11,2004,Motorcycles,95,S10_1678,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Not Mentioned,Yu,Kwai,Medium,196
1,10318,46,95,4358,02/11/2004,Shipped,4,11,2004,Motorcycles,95,S10_1678,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Not Mentioned,Yu,Kyung,Medium,-12
1,10331,21,100,3136,17/11/2004,Shipped,4,11,2004,Classic Cars,140,S24_3856,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Not Mentioned,Hernandez,Rosa,Medium,1036
1,10363,31,95,2932,06/01/2005,Shipped,1,1,2005,Classic Cars,140,S24_3856,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,-13
1,10353,27,100,3516,04/12/2004,Shipped,4,12,2004,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Not Mentioned,Lewis,Dan,Medium,816
1,10275,45,93,4177,23/07/2004,Shipped,3,7,2004,Motorcycles,95,S10_1678,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Medium,-8
1,10223,37,100,3966,20/02/2004,Shipped,1,2,2004,Motorcycles,95,S10_1678,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,266
